Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,label,home_form,away_form,form_diff,home_wform,away_wform,wform_diff,home_adj_form,away_adj_form,adj_form_diff,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg,scored_diff,conceded_diff,h2h_home_winrate,home_advantage,home_elo,away_elo,elo_diff,home_sot_avg,away_sot_avg,sot_diff,home_rest,away_rest,rest_diff,home_season_gd,away_season_gd,season_gd_diff,home_ppg,away_ppg,ppg_diff,elo_x_home_adv
2015/16,2015-12-28,Norwich City,Aston Villa,2,0,H,0,1.6,0.4,1.2000000000000002,1.440460947503201,0.5736235595390525,0.8668373879641486,1.6107202852748763,0.3979085212975693,1.212811763977307,1.4,1.4,0.8,2.2,0.5999999999999999,-0.8000000000000003,0.45,0.4375,1464.9181523908903,1411.2025429663875,53.71560942450287,3.0,5.2,-2.2,2,2,0,-12,-17,5,0.9444444444444444,0.4444444444444444,0.5,23.500579123220007
2015/16,2015-12-28,Everton,Stoke City,3,4,A,2,1.6,0.8,0.8,1.6862996158770807,1.1677336747759284,0.5185659411011523,1.5681210426750511,0.8143503592567246,0.7537706834183265,2.0,1.6,0.6,1.2,1.4,0.40000000000000013,0.45,0.5,1514.297449273792,1502.8220038667557,11.475445407036204,6.0,3.6,2.4,2,2,0,8,0,8,1.4444444444444444,1.4444444444444444,0.0,5.737722703518102
2015/16,2015-12-28,Crystal Palace,Swansea City,0,0,D,1,2.0,0.8,1.2,1.9295774647887325,1.229193341869398,0.7003841229193344,1.9850497542066772,0.7967330530884704,1.1883167011182068,1.6,0.6,0.4,0.8,1.2000000000000002,-0.20000000000000007,0.45,0.5,1520.7114434774617,1468.5766046925246,52.134838784937074,3.6,2.8,0.8000000000000003,2,2,0,7,-8,15,1.6666666666666667,1.0,0.6666666666666667,26.067419392468537
2015/16,2015-12-28,Arsenal,Bournemouth,2,0,H,0,2.0,1.6,0.3999999999999999,1.8092189500640206,1.7221510883482714,0.0870678617157492,1.982397781377515,1.624535319134734,0.35786246224278107,1.4,1.2,1.6,1.6,-0.20000000000000018,-0.40000000000000013,0.45,0.75,1550.6302462527563,1480.5567873297086,70.07345892304761,5.6,5.6,0.0,2,2,0,13,-10,23,2.0,1.1111111111111112,0.8888888888888888,52.55509419228571
2015/16,2015-12-28,Manchester United,Chelsea,0,0,D,1,0.8,1.0,-0.19999999999999996,0.5185659411011524,1.1690140845070423,-0.6504481434058899,0.8211431858292663,0.9902891211549754,-0.1691459353257091,1.2,1.6,1.4,1.6,-0.19999999999999996,0.0,0.45,0.6875,1518.687623860067,1473.8010526332223,44.88657122684481,3.6,3.4,0.20000000000000018,2,2,0,6,-6,12,1.6111111111111112,1.0555555555555556,0.5555555555555556,30.859517718455805
2015/16,2015-12-29,Leicester City,Manchester City,0,0,D,1,2.0,2.4,-0.3999999999999999,1.740076824583867,2.262483994878361,-0.5224071702944941,1.9883209935325397,2.371346653481094,-0.3830256599485544,1.8,1.0,2.2,1.0,-0.40000000000000013,0.0,0.45,0.75,1567.4905126908761,1548.3460928645234,19.14441982635276,4.6,7.2,-2.6000000000000005,3,3,0,12,17,-5,2.111111111111111,1.9444444444444444,0.16666666666666674,14.35831486976457
2015/16,2015-12-30,Sunderland,Liverpool,0,1,A,2,1.2,1.4,-0.19999999999999996,0.7259923175416133,1.4788732394366197,-0.7528809218950064,1.2149087559259297,1.423920149122212,-0.20901139319628226,1.0,1.6,1.0,1.6,0.0,0.0,0.45,0.375,1432.5258195954539,1523.0256555124513,-90.49983591699743,3.4,4.4,-1.0000000000000004,4,4,0,-18,-1,-17,0.6666666666666666,1.5,-0.8333333333333334,-33.937438468874035
2015/16,2016-01-03,Aston Villa,Everton,1,3,A,2,0.4,1.4,-0.9999999999999999,0.43021766965428937,1.1869398207426376,-0.7567221510883482,0.3979085212975693,1.3727813356937975,-0.9748728143962282,0.8,1.8,2.0,1.8,-1.2,0.0,0.45,0.16666666666666666,1402.7364006492626,1503.9672794582284,-101.23087880896583,5.2,5.4,-0.20000000000000018,6,6,0,-19,7,-26,0.42105263157894735,1.368421052631579,-0.9473684210526316,-16.871813134827637
2015/16,2016-01-03,Bournemouth,Southampton,2,0,H,0,1.4,0.8,0.5999999999999999,1.2138284250960307,0.8412291933418694,0.3725992317541613,1.4235518395729847,0.8245702106919686,0.5989816288810161,1.0,1.4,1.0,1.0,0.0,0.3999999999999999,0.45,0.4444444444444444,1472.546753940779,1487.256670693784,-14.709916753005018,4.2,4.0,0.20000000000000018,6,6,0,-12,3,-15,1.0526315789473684,1.263157894736842,-0.21052631578947367,-6.537740779113341
2015/16,2016-01-03,Sunderland,Crystal Palace,2,2,D,1,0.6,1.6,-1.0,0.3111395646606914,1.5416133162612036,-1.2304737516005122,0.6089248977863141,1.5950040676436015,-0.9860791698572874,0.8,1.8,0.6,0.4,0.20000000000000007,1.4,0.45,0.3333333333333333,1425.0732589856389,1519.2220443049814,-94.14878531934255,3.2,2.4,0.8000000000000003,4,6,-2,-19,7,-26,0.631578947368421,1.631578947368421,-1.0,-31.382928439780848
2015/16,2016-01-03,Norwich City,Chelsea,1,2,A,2,2.0,1.0,1.0,1.9859154929577465,1.1267605633802817,0.8591549295774648,1.9698687529945533,0.9863283233755735,0.9835404296189798,1.6,1.2,1.4,1.6,0.20000000000000018,-0.40000000000000013,0.45,0.5,1473.3842947080152,1475.0858517216811,-1.7015570136659335,3.4,3.8,-0.3999999999999999,6,6,0,-10,-6,-4,1.0526315789473684,1.0526315789473684,0.0,-0.8507785068329667
2015/16,2016-01-03,Leicester City,West Bromwich,2,2,D,1,1.6,1.0,0.6000000000000001,1.3994878361075545,1.2253521126760563,0.1741357234314982,1.6058641646252905,0.9864554592428062,0.6194087053824843,1.2,1.0,0.8,1.0,0.3999999999999999,0.0,0.45,0.7222222222222222,1566.940048994758,1484.5915411239541,82.34850787080381,4.0,2.6,1.4,5,6,-1,12,-6,18,2.0526315789473686,1.2105263157894737,0.8421052631578949,59.47392235113609
2015/16,2016-01-05,Manchester United,Leicester City,1,1,D,1,0.8,1.6,-0.8,0.6389244558258643,1.2996158770806658,-0.6606914212548015,0.8090811064828017,1.5978506484417716,-0.7887695419589699,1.0,1.4,1.4,1.2,-0.3999999999999999,0.19999999999999996,0.45,0.6666666666666666,1517.4028247716083,1564.6132768928046,-47.21045212119634,3.6,4.4,-0.8000000000000003,8,2,6,6,12,-6,1.5789473684210527,2.0,-0.42105263157894735,-31.473634747464224
2015/16,2016-01-05,Swansea City,Liverpool,3,1,H,0,1.0,1.4,-0.3999999999999999,1.2496798975672214,1.8591549295774648,-0.6094750320102433,0.9994945788854654,1.4042458293817344,-0.4047512504962689,0.4,0.6,1.0,1.6,-0.6,-1.0,0.45,0.5,1470.0660038650049,1530.4782161222663,-60.412212257261444,3.4,5.2,-1.8000000000000003,8,6,2,-8,0,-8,1.0,1.5789473684210527,-0.5789473684210527,-30.206106128630722
2015/16,2016-01-05,Southampton,Manchester City,4,2,H,0,0.6,2.0,-1.4,0.5531370038412292,1.791293213828425,-1.2381562099871957,0.6251382906979448,1.9749994364236891,-1.3498611457257443,1.0,1.4,1.6,0.8,-0.6000000000000001,0.5999999999999999,0.45,0.5,1476.833538054769,1548.8965565606416,-72.0630185058726,3.4,6.4,-3.0000000000000004,2,7,-5,1,17,-16,1.2,1.894736842105263,-0.6947368421052631,-36.0315092529363
2015/16,2016-01-13,Southampton,Watford,2,0,H,0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.5454545454545454,1488.8784379541987,1518.7471092916371,-29.8686713374384,2.0,2.0,0.0,8,3,5,0,0,0,1.5,1.5,0.0,-16.29200254769367
2015/16,2016-01-13,Chelsea,West Bromwich,2,2,D,1,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.5,1495.4672845817943,1485.2307101942688,10.23657438752548,2.0,2.0,0.0,3,3,0,0,0,0,1.5,1.5,0.0,5.11828719376274
2015/16,2016-01-13,Liverpool,Arsenal,3,3,D,1,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.6111111111111112,1527.696665016736,1558.640279641686,-30.943614624949987,2.0,2.0,0.0,3,16,-13,0,0,0,1.5,1.5,0.0,-18.909986715247214
2015/16,2016-01-13,Manchester City,Everton,0,0,D,1,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.8,1536.8516566612118,1511.1333645256066,25.718292135605225,2.0,2.0,0.0,8,10,-2,0,0,0,1.5,1.5,0.0,20.574633708484182
2015/16,2016-01-13,Swansea City,Sunderland,2,4,A,2,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.5,1472.8475549705352,1429.4062454123625,43.441309558172634,2.0,2.0,0.0,3,3,0,0,0,0,1.5,1.5,0.0,21.720654779086317
2015/16,2016-01-13,Tottenham,Leicester City,0,1,A,2,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.7,1560.0620686767465,1563.262752701209,-3.2006840244623618,2.0,2.0,0.0,16,8,8,0,0,0,1.5,1.5,0.0,-2.240478817123653
2015/16,2016-01-13,Stoke City,Norwich City,3,1,H,0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.5,1513.1521736823192,1463.4332690641434,49.718904618175884,2.0,2.0,0.0,16,10,6,0,0,0,1.5,1.5,0.0,24.859452309087942
2015/16,2016-01-16,Bournemouth,Norwich City,3,0,H,0,1.0,0.0,1.0,1.0,0.0,1.0,1.5,0.0,1.5,1.3,1.1,1.0,3.0,0.30000000000000004,-1.9,0.45,0.5,1484.0260836452721,1454.854605195575,29.171478449697133,2.0,2.0,0.0,6,3,3,0,-2,2,1.5,0.0,1.5,14.585739224848567
2015/16,2016-01-16,Chelsea,Everton,3,3,D,1,1.0,1.0,0.0,1.0,1.0,0.0,0.9901538067961791,1.0245677711074745,-0.0344139643112954,2.0,2.0,0.0,0.0,2.0,2.0,0.45,0.5,1495.1727375123376,1511.872247416244,-16.699509903906346,2.0,2.0,0.0,3,3,0,0,0,0,1.0,1.0,0.0,-8.349754951953173
2015/16,2016-01-16,Manchester City,Crystal Palace,4,0,H,0,1.0,1.0,0.0,1.0,1.0,0.0,1.007422243017071,1.5,-0.49257775698292905,0.0,0.0,1.1,1.3,-1.1,-1.3,0.45,0.7727272727272727,1536.1127737705744,1516.5766609098964,19.53611286067803,5.0,2.0,3.0,3,13,-10,0,0,0,1.0,1.5,-0.5,15.096087210523933
2015/16,2016-01-16,Newcastle United,West Ham,2,1,H,0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.4,1448.135991608274,1521.910061064958,-73.77406945668395,2.0,2.0,0.0,19,6,13,0,0,0,1.5,1.5,0.0,-29.50962778267358
2015/16,2016-01-16,Southampton,West Bromwich,3,0,H,0,3.0,1.0,2.0,3.0,1.0,2.0,3.0374942185832747,0.9969781897211962,2.0405160288620783,2.0,0.0,2.0,2.0,0.0,-2.0,0.45,0.5833333333333334,1499.7360157728885,1485.5252572637255,14.210758509163043,7.0,6.0,1.0,3,3,0,2,0,2,3.0,1.0,2.0,8.28960913034511
2015/16,2016-01-16,Tottenham,Sunderland,4,1,H,0,0.0,3.0,-3.0,0.0,3.0,-3.0,0.0,2.94569510994107,-2.94569510994107,0.0,1.0,4.0,2.0,-4.0,-1.0,0.45,0.6363636363636364,1550.1541891623024,1440.6501115470016,109.50407761530073,5.0,5.0,0.0,3,3,0,-1,2,-3,0.0,3.0,-3.0,69.68441302791865
2015/16,2016-01-16,Aston Villa,Leicester City,1,1,D,1,1.0,3.0,-2.0,1.0,3.0,-2.0,1.5,3.1201241373534936,-1.6201241373534936,1.3,1.1,1.0,0.0,0.30000000000000004,1.1,0.45,0.15,1395.5703155818844,1573.170632215653,-177.60031663376867,2.0,2.0,0.0,13,3,10,0,1,-1,1.5,3.0,-1.5,-26.6400474950653
2015/16,2016-01-17,Liverpool,Manchester United,0,1,A,2,1.0,1.0,0.0,1.0,1.0,0.0,1.039093519761124,1.5,-0.46090648023887604,3.0,3.0,1.1,1.3,1.9,1.7,0.45,0.6,1528.5849464054747,1518.753348963204,9.831597442270777,6.0,2.0,4.0,4,12,-8,0,0,0,1.0,1.5,-0.5,5.898958465362466
2015/16,2016-01-17,Stoke City,Arsenal,0,0,D,1,3.0,1.0,2.0,3.0,1.0,2.0,2.9268665381282863,1.0184644433444907,1.9084020947837956,3.0,1.0,3.0,3.0,0.0,-2.0,0.45,0.55,1521.7308375508876,1557.7519982529473,-36.02116070205966,4.0,5.0,-1.0,4,4,0,2,0,2,3.0,1.0,2.0,-19.811638386132813
2015/16,2016-01-18,Swansea City,Watford,1,0,H,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,0.45,0.46153846153846156,1461.603688835896,1507.8895314729473,-46.285842637051246,5.0,1.0,4.0,5,5,0,-2,-2,0,0.0,0.0,0.0,-21.36269660171596
2015/16,2016-01-23,West Ham,Manchester City,2,2,D,1,0.0,2.0,-2.0,0.0,2.142857142857143,-2.142857142857143,0.0,2.020287782418432,-2.020287782418432,1.0,2.0,2.0,0.0,-1.0,2.0,0.45,0.55,1509.8180203779334,1545.5510711057855,-35.73305072785206,3.0,4.5,-1.5,7,7,0,-1,4,-5,0.0,2.0,-2.0,-19.653177900318635
2015/16,2016-01-23,Watford,Newcastle United,2,1,H,0,0.0,3.0,-3.0,0.0,3.0,-3.0,0.0,3.043820122129916,-3.043820122129916,0.0,1.5,2.0,1.0,-2.0,0.5,0.45,0.5,1496.5651436257049,1460.2280322952986,36.33711133040629,1.5,10.0,-8.5,5,7,-2,-3,1,-4,0.0,3.0,-3.0,18.168555665203144
2015/16,2016-01-23,West Bromwich,Aston Villa,0,0,D,1,0.5,1.0,-0.5,0.42857142857142855,1.0,-0.5714285714285714,0.4984890948605981,1.0487804214771022,-0.550291326616504,1.0,2.5,1.0,1.0,0.0,1.5,0.45,0.4,1475.9340478343222,1400.2789160036687,75.65513183065354,3.0,5.0,-2.0,7,7,0,-3,0,-3,0.5,1.0,-0.5,30.26205273226142
2015/16,2016-01-23,Sunderland,Bournemouth,1,1,D,1,1.5,3.0,-1.5,1.2857142857142858,3.0,-1.7142857142857142,1.472847554970535,2.90970921039115,-1.436861655420615,2.5,3.0,3.0,0.0,-0.5,3.0,0.45,0.36363636363636365,1433.7015157847861,1493.1884284732841,-59.48691268849802,3.5,8.0,-4.5,7,7,0,-1,3,-4,1.5,3.0,-1.5,-21.631604613999283
2015/16,2016-01-23,Manchester United,Southampton,0,1,A,2,3.0,3.0,0.0,3.0,3.0,0.0,3.057169892810949,3.0042723665553632,0.05289752625558597,1.0,0.0,2.5,0.0,-1.5,0.0,0.45,0.65,1529.0362495772742,1509.3272252022919,19.70902437498239,1.0,6.0,-5.0,6,7,-1,1,5,-4,3.0,3.0,0.0,12.810865843738554
2015/16,2016-01-23,Leicester City,Stoke City,3,0,H,0,2.0,2.0,0.0,1.8571428571428572,1.8571428571428572,0.0,2.025252173870708,1.9826839351484589,0.04256823872224924,1.0,0.5,1.5,0.5,-0.5,0.0,0.45,0.7,1568.4620317938688,1522.7639110547887,45.698120739080196,3.5,5.0,-1.5,7,6,1,1,2,-1,2.0,2.0,0.0,31.988684517356134
2015/16,2016-01-23,Crystal Palace,Tottenham,1,3,A,2,0.0,1.5,-1.5,0.0,1.7142857142857142,-1.7142857142857142,0.0,1.4406501115470016,-1.4406501115470016,0.0,4.0,2.0,1.0,-2.0,3.0,0.45,0.5,1507.1383635746854,1557.102784924518,-49.96442134983249,3.0,8.0,-5.0,7,7,0,-4,2,-6,0.0,1.5,-1.5,-24.982210674916246
2015/16,2016-01-23,Norwich City,Liverpool,4,5,A,2,0.0,0.5,-0.5,0.0,0.42857142857142855,-0.42857142857142855,0.0,0.519546759880562,-0.519546759880562,0.5,3.0,1.5,2.0,-1.0,1.0,0.45,0.45,1445.692260367563,1518.3020457914045,-72.60978542384146,2.5,5.0,-2.5,7,6,1,-5,-1,-4,0.0,0.5,-0.5,-32.67440344072866
2015/16,2016-01-24,Arsenal,Chelsea,0,1,A,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0164758341892077,0.9990343192035043,0.017441514985703455,1.5,1.5,2.5,2.5,-1.0,-1.0,0.45,0.7777777777777778,1556.7189247490462,1495.65301824527,61.065906503776205,4.0,4.5,-0.5,7,8,-1,0,0,0,1.0,1.0,0.0,47.495705058492604
2015/16,2016-01-24,Everton,Swansea City,1,2,A,2,1.0,1.5,-0.5,1.0,1.7142857142857142,-0.7142857142857142,1.0106747980578499,1.5078895314729472,-0.49721473341509737,1.5,1.5,1.5,2.0,0.0,-0.5,0.45,0.45,1511.3919666833115,1472.9280766831384,38.46389000017302,3.0,3.5,-0.5,8,6,2,0,-1,1,1.0,1.5,-0.5,17.30875050007786
2015/16,2016-02-01,Leicester City,Bournemouth,0,0,D,1,2.3333333333333335,2.0,0.3333333333333335,2.3513513513513513,1.8571428571428572,0.4942084942084941,2.3653440566169976,1.9327551104571705,0.4325889461598271,1.6666666666666667,0.3333333333333333,2.0,0.5,-0.33333333333333326,-0.16666666666666669,0.45,0.7272727272727273,1577.1542669437847,1491.4927945374325,85.66147240635223,4.0,6.5,-2.5,9,9,0,4,3,1,2.3333333333333335,2.0,0.3333333333333335,62.29925265916526
2015/16,2016-02-01,Manchester United,Swansea City,2,1,H,0,1.5,2.0,-0.5,1.2857142857142858,2.27027027027027,-0.9845559845559844,1.5285849464054746,2.0128543321041725,-0.48426938569869793,0.5,0.5,1.6666666666666667,1.6666666666666667,-1.1666666666666667,-1.1666666666666667,0.45,0.5909090909090909,1518.469585960412,1484.030655609659,34.4389303507528,1.0,4.0,-3.0,9,8,1,0,0,0,1.5,2.0,-0.5,20.350277025444836
2015/16,2016-02-01,Arsenal,Newcastle United,1,0,H,0,0.6666666666666666,1.5,-0.8333333333333334,0.5675675675675675,1.2857142857142858,-0.7181467181467183,0.6776505561261384,1.521910061064958,-0.8442595049388196,1.0,1.3333333333333333,1.5,1.5,-0.5,-0.16666666666666674,0.45,0.7,1544.9791846937596,1451.270101689039,93.7090830047207,3.0,6.0,-3.0,8,9,-1,-1,0,-1,0.6666666666666666,1.5,-0.8333333333333334,65.59635810330448
2015/16,2016-02-01,Sunderland,Aston Villa,3,1,H,0,1.3333333333333333,1.0,0.33333333333333326,1.162162162162162,1.0,0.16216216216216206,1.3137180207521977,1.0163682266833252,0.2973497940688725,2.0,2.3333333333333335,0.5,0.5,1.5,1.8333333333333335,0.45,0.375,1435.3971497206378,1402.4226693720007,32.974480348637144,4.0,4.5,-0.5,9,9,0,-1,0,-1,1.3333333333333333,1.0,0.33333333333333326,12.365430130738929
2015/16,2016-02-01,West Bromwich,Stoke City,2,1,H,0,0.6666666666666666,1.3333333333333333,-0.6666666666666666,0.6756756756756757,1.054054054054054,-0.3783783783783783,0.6434991556856584,1.3217892900989725,-0.6782901344133141,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,-0.33333333333333337,0.3333333333333335,0.45,0.4090909090909091,1473.7902944659902,1514.0716759048728,-40.28138143888259,2.0,4.0,-2.0,9,9,0,-3,-1,-2,0.6666666666666666,1.3333333333333333,-0.6666666666666666,-16.47874695227015
2015/16,2016-02-01,West Ham,Liverpool,2,0,H,0,0.5,1.3333333333333333,-0.8333333333333333,0.5714285714285714,1.5405405405405406,-0.9691119691119692,0.5151836903685951,1.3101593468320833,-0.7949756564634882,1.5,2.0,2.6666666666666665,2.6666666666666665,-1.1666666666666665,-0.6666666666666665,0.45,0.5454545454545454,1510.8428892098418,1526.2420716084641,-15.399182398622315,3.0,5.666666666666667,-2.666666666666667,9,9,0,-1,0,-1,0.5,1.3333333333333333,-0.8333333333333333,-8.399554035612171
2015/16,2016-02-01,Norwich City,Southampton,1,0,H,0,0.0,3.0,-3.0,0.0,3.0,-3.0,0.0,3.0222057440884256,-3.0222057440884256,1.6666666666666667,3.6666666666666665,2.0,0.0,-0.33333333333333326,3.6666666666666665,0.45,0.4090909090909091,1437.7522345505033,1519.8938888191542,-82.14165426865088,3.3333333333333335,4.666666666666667,-1.3333333333333335,9,9,0,-6,6,-12,0.0,3.0,-3.0,-33.603404018993544
2015/16,2016-02-01,Watford,Manchester City,1,2,A,2,1.0,1.6666666666666667,-0.6666666666666667,1.2972972972972974,1.6486486486486487,-0.3513513513513513,0.9734853548635324,1.682373637251829,-0.7088882823882966,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,-1.3333333333333335,0.6666666666666666,0.45,0.5416666666666666,1505.5230742319645,1544.526202273877,-39.00312804191253,2.6666666666666665,4.0,-1.3333333333333335,9,9,0,-2,4,-6,1.0,1.6666666666666667,-0.6666666666666667,-21.126694356035955
2015/16,2016-02-02,Crystal Palace,Bournemouth,1,2,A,2,0.0,1.6666666666666667,-1.6666666666666667,0.0,1.4864864864864864,-1.4864864864864864,0.0,1.6389821329589547,-1.6389821329589547,0.5,3.5,1.3333333333333333,0.3333333333333333,-0.8333333333333333,3.1666666666666665,0.45,0.45454545454545453,1498.5666227912168,1493.9095566539918,4.6570661372250015,3.0,4.333333333333333,-1.333333333333333,10,1,9,-6,3,-9,0.0,1.6666666666666667,-1.6666666666666667,2.1168482441931826
2015/16,2016-02-02,Leicester City,Liverpool,2,0,H,0,2.0,1.0,1.0,1.8571428571428572,0.9771428571428571,0.8800000000000001,2.0225901748856536,0.9826195101240625,1.0399706647615912,1.25,0.25,2.0,2.5,-0.75,-2.25,0.45,0.7083333333333334,1574.7375048272254,1515.799137517009,58.938367310216336,3.5,4.75,-1.25,1,1,0,4,-2,6,2.0,1.0,1.0,41.748010178069904
2015/16,2016-02-02,West Bromwich,Swansea City,1,1,D,1,1.25,1.5,-0.25,1.5257142857142858,1.44,0.08571428571428585,1.2396602047166803,1.5096407490781294,-0.26998054436144914,1.0,1.5,1.5,1.75,-0.5,-0.25,0.45,0.4583333333333333,1484.9445188002994,1475.0186539928359,9.92586480746354,2.75,4.0,-1.25,1,1,0,-2,-1,-1,1.25,1.5,-0.25,4.549354703420789
2015/16,2016-02-02,Norwich City,Tottenham,0,3,A,2,0.75,2.0,-1.25,1.0971428571428572,2.27027027027027,-1.173127413127413,0.759946944409577,1.9651923167477914,-1.2052453723382144,1.5,2.75,2.3333333333333335,1.0,-0.8333333333333335,1.75,0.45,0.4583333333333333,1450.0733744744907,1565.6745257079865,-115.60115123349578,2.75,9.0,-6.25,1,10,-9,-5,4,-9,0.75,2.0,-1.25,-52.983860982018896
2015/16,2016-02-02,Sunderland,Manchester City,0,1,A,2,1.75,2.0,-0.25,1.8342857142857143,2.142857142857143,-0.3085714285714285,1.6864998502501485,2.014541765054854,-0.32804191480470557,2.25,2.0,2.0,0.75,0.25,1.25,0.45,0.4230769230769231,1444.4509072926116,1553.4082941443173,-108.95738685170568,4.5,4.25,0.25,1,1,0,1,5,-4,1.75,2.0,-0.25,-46.097355975721634
2015/16,2016-02-02,West Ham,Aston Villa,2,0,H,0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6216216216216217,0.5675675675675675,1.0540540540540542,1.3609505079847064,0.6775788177888834,0.683371690195823,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.0,0.45,0.5833333333333334,1521.285823301297,1393.3689118000268,127.91691150127008,5.333333333333333,4.0,1.333333333333333,1,1,0,1,-2,3,1.3333333333333333,0.6666666666666666,0.6666666666666666,74.61819837574089
2015/16,2016-02-02,Arsenal,Southampton,0,0,D,1,1.25,2.25,-1.0,1.457142857142857,1.9028571428571428,-0.44571428571428573,1.2338729679391234,2.266654308066319,-1.0327813401271957,1.0,1.0,1.5,0.25,-0.5,0.75,0.45,0.7272727272727273,1552.3455752349987,1507.5727488951668,44.77282633983191,3.0,4.5,-1.5,1,1,0,0,5,-5,1.25,2.25,-1.0,32.56205551987775
2015/16,2016-02-02,Manchester United,Stoke City,3,0,H,0,2.0,1.0,1.0,2.027027027027027,0.6685714285714286,1.3584555984555986,2.0084104013434225,0.9913419675742294,1.017068433769193,1.0,0.6666666666666666,1.0,1.5,0.0,-0.8333333333333334,0.45,0.625,1527.4815875772351,1502.9174515705636,24.56413600667156,2.6666666666666665,3.75,-1.0833333333333335,1,1,0,1,-2,3,2.0,1.0,1.0,15.352585004169725
2015/16,2016-02-03,Liverpool,Manchester City,3,0,H,0,0.8,2.2,-1.4000000000000001,0.6568501920614597,2.4238156209987194,-1.7669654289372598,0.7860956080992499,2.189413774960928,-1.4033181668616779,1.6,2.4,1.8,0.6,-0.19999999999999996,1.7999999999999998,0.45,0.5454545454545454,1507.4794328983207,1560.3711666757683,-52.8917337774476,4.2,3.8,0.40000000000000036,1,1,0,-4,6,-10,0.8,2.2,-1.4000000000000001,-28.850036605880504
2015/16,2016-02-03,Manchester United,Watford,1,0,H,0,2.25,0.75,1.5,2.382857142857143,0.8228571428571428,1.56,2.2577665267928486,0.7301140161476493,1.5276525106451992,1.5,0.5,0.75,1.5,0.75,-1.0,0.45,0.6538461538461539,1536.7757505999418,1496.6409823615243,40.134768238417564,3.25,2.75,0.5,1,2,-1,4,-3,7,2.25,0.75,1.5,26.2419638481961
2015/16,2016-02-03,Stoke City,Newcastle United,1,0,H,0,0.8,1.0,-0.19999999999999996,0.4494238156209987,0.7297297297297297,-0.280305914108731,0.7930735740593835,1.0146067073766387,-0.22153313331725522,0.8,1.8,1.0,1.3333333333333333,-0.19999999999999996,0.4666666666666668,0.45,0.5454545454545454,1493.6232885478569,1443.9037111477999,49.719577400057005,3.0,6.0,-3.0,1,2,-1,-5,-1,-4,0.8,1.0,-0.19999999999999996,27.119769490940183
2015/16,2016-02-03,West Ham,Tottenham,1,0,H,0,1.75,2.25,-0.5,2.125714285714286,2.537142857142857,-0.41142857142857103,1.7173973368885431,2.1989309247980886,-0.4815335879095455,1.75,1.0,2.5,0.75,-0.75,0.25,0.45,0.6153846153846154,1527.7618842367413,1572.4648372165998,-44.70295297985854,5.5,8.25,-2.75,1,1,0,3,7,-4,1.75,2.25,-0.5,-27.509509526066793
2015/16,2016-02-03,Arsenal,Swansea City,1,2,A,2,1.2,1.4,-0.19999999999999996,1.3072983354673495,1.295774647887324,0.011523687580025532,1.1881080742039876,1.40570520176921,-0.21759712756522243,0.8,0.8,1.4,1.6,-0.5999999999999999,-0.8,0.45,0.7083333333333334,1551.0639960812998,1475.3042656474286,75.75973043387125,4.6,4.0,0.5999999999999996,1,1,0,0,-1,1,1.2,1.4,-0.19999999999999996,53.663142390658805
2015/16,2016-02-04,West Ham,Crystal Palace,2,2,D,1,2.0,0.0,2.0,2.412291933418694,0.0,2.412291933418694,2.0029038043974743,0.0,2.0029038043974743,1.6,0.8,0.6666666666666666,3.0,0.9333333333333335,-2.2,0.45,0.6428571428571429,1539.0414852540114,1488.4325896800674,50.60889557394398,5.0,3.0,2.0,1,2,-1,4,-7,11,2.0,0.0,2.0,32.534290011821135
